property_id,title,price,price_per_sqft,bhk_count,super_area,floor,transaction,furnishing_status,bathroom_count,property_type,latitude,longitude,locality,dist_to_centre_km,dist_to_airport_km,dist_to_metro_km,accessibility_score,price_standard_scaled,price_per_sqft_standard_scaled,super_area_standard_scaled
239,2 BHK Apartment for Sale in Kadugodi Bangalore,10500000.0,9052.0,2.0,1160.0,3.0,Resale,Unfurnished,2.0,apartment,12.99259156,77.76244318,Patalamma Layout,-0.19702159182989007,-0.2093027569601393,-0.9442612209131539,0.618,-0.09865350430320889,-0.03874183439981979,-0.4574096035018728
240,2 BHK Builder Floor for Sale in Sarjapur Road Bangalore,13500000.0,10976.0,2.0,1230.0,2.0,Resale,Unfurnished,2.0,apartment,12.900521,77.710237,Carmelaram,-0.20262496120179158,-0.189623428658739,1.015215233822327,0.436,-0.08492532518774834,-0.02641563852617614,-0.4209914572962508
241,2 BHK Apartment for Sale in Borewell Road Bangalore,11800000.0,9958.0,2.0,1185.0,2.0,Resale,Semi,2.0,apartment,12.969490777611,77.7379898432811,Nallurhalli,-0.20189622775096433,-0.20706759852106052,-1.063701218294502,0.6278,-0.09270462668650932,-0.032937503078862854,-0.44440312271415067
242,2 BHK Apartment for Sale in Haralur Main Road Bangalore,23000000.0,18699.0,2.0,900.0,6.0,Resale,Furnished,2.0,apartment,12.9007264,77.6603151,Lakedew Residency,-0.20517552827968702,-0.19218641033554934,-0.9745340313093481,0.6204,-0.04145275798878989,0.02306212172961905,-0.5926770036941831
243,2 BHK  House for Sale in Anekal Bangalore,2500000.0,3333.0,2.0,600.0,4.0,Resale,Unfurnished,1.0,house,12.7208595,77.719378,Karpur,-0.1796895529994038,-0.1710169764080965,1.015215233822327,0.4328,-0.13526198194443706,-0.07538087504502149,-0.7487547731468487
244,2 BHK Apartment for Sale in Horamavu Agara Main Road Bangalore,6000000.0,6780.0,2.0,800.0,1.0,Resale,Semi,2.0,apartment,13.03270207,77.65964967,Horamavu Agara,-0.2042892308394917,-0.2182831268664825,1.015215233822327,0.4376,-0.11924577297639974,-0.05329750852919525,-0.6447029268450716
245,2 BHK Villa for Sale in Aishwarya shalvi garden Bangalore,8950000.0,11188.0,2.0,400.0,1.0,Resale,Semi,2.0,villa,,,,4.925462484520326,4.925303209291644,1.015215233822327,0.1107,-0.10574639684619686,-0.02505745062325906,-0.8528066194486259
246,2 BHK Apartment for Sale in Janatha Colony Madhuranagara Bangalore,11500000.0,9426.0,2.0,800.0,23.0,New Property,Unfurnished,2.0,apartment,12.94162601,77.74251723,Patel Layout,-0.20028119685994175,-0.2046933635568835,1.015215233822327,0.4365,-0.09407744459805538,-0.03634578592957929,-0.6447029268450716
247,"2 BHK Apartment for Sale in Bellandur, Outer Ring Road Bangalore",25000000.0,18643.0,2.0,882.0,10.0,New Property,Unfurnished,2.0,apartment,12.9145263,77.6845091,Kaikondrahalli,-0.20467329306357634,-0.1916897084601985,1.015215233822327,0.4363,-0.03230063857848285,0.02270335511375416,-0.602041669861343
248,2 BHK Apartment for Sale in Abbaiah Reddy Layout Bangalore,10400000.0,7109.0,2.0,1000.0,2.0,New Property,Unfurnished,2.0,apartment,12.97927795,77.68290299,Kondappa Layout,-0.20641634469596046,-0.20318338985581694,-0.8919718211379095,0.6144,-0.09911111027372424,-0.05118975466098903,-0.5406510805432945
249,2 BHK Apartment for Sale in Bagalur Main Road Bangalore,6870000.0,8600.0,2.0,482.0,12.0,New Property,Unfurnished,2.0,apartment,13.1215691,77.62140164,Kattigenahalli,-0.20413166685012363,-0.22752178174800816,1.015215233822327,0.4381,-0.11526460103291618,-0.04163759351358639,-0.8101453624648972
250,2 BHK Apartment for Sale in Sarjapur Road Bangalore,9050000.0,7243.0,2.0,1250.0,3.0,Resale,Unfurnished,2.0,apartment,12.91235,77.680996,Kaikondrahalli,-0.20602243472254034,-0.19305067159865977,1.015215233822327,0.4365,-0.10528879087568149,-0.05033127740159805,-0.4105862726660731
251,2 BHK Apartment for Sale in Thanisandra Main Road Bangalore,12800000.0,11700.0,2.0,1094.0,22.0,Resale,Semi,2.0,apartment,13.0793944,77.64211941,Devin Paradise Enclave,-0.20412181910078814,-0.2241839451456505,1.015215233822327,0.4379,-0.0881285669813558,-0.021777298706780086,-0.49174671278145926
252,2 BHK Apartment for Sale in Phase 1 Electronics City Bangalore,11800000.0,10146.0,2.0,850.0,6.0,Resale,Semi,2.0,apartment,12.840731,77.658189,Electronic City Phase I,-0.2007735843267169,-0.1922857507106195,-0.939857903037344,0.6172,-0.09270462668650932,-0.03173307229703073,-0.6186899652696274
253,2 BHK  House for Sale in Jigani Industrial Area Bangalore,3200000.0,5333.0,2.0,570.0,1.0,Resale,Unfurnished,1.0,house,12.80522346496582,77.62818908691406,Koppa,-0.18393393296300584,-0.1693281900319036,1.015215233822327,0.4332,-0.13205874015082958,-0.06256778162127548,-0.7643625500921153
254,2 BHK Apartment for Sale in Hennur Main Road Bangalore,10100000.0,8948.0,2.0,1130.0,1.0,Resale,Semi,3.0,apartment,13.01251945,77.6257917,Saint Thomas Town,-0.21370367920423308,-0.21080279662369883,-0.8484890571142849,0.6119,-0.1004839281852703,-0.039408115257854585,-0.47301738044713937
255,2 BHK Apartment for Sale in VN Groups Bangalore,7900000.0,7900.0,2.0,956.0,2.0,Resale,Furnished,2.0,apartment,,,,4.925462484520326,4.925303209291644,1.015215233822327,0.1107,-0.11055125953660805,-0.046122176211897487,-0.5635424867296854
256,2 BHK Apartment for Sale in Malleshwaram Bangalore,21000000.0,14789.0,2.0,1420.0,9.0,Resale,Semi,2.0,apartment,12.992801,77.570698,Malleshwaram,-0.22073497222978264,-0.21250151703739872,-1.1330534748385108,0.6351,-0.050604877399096936,-0.001987475913804385,-0.32214220330956256
257,2 BHK Villa for Sale in shalvi garden Bangalore,8950000.0,11188.0,2.0,800.0,1.0,Resale,Furnished,2.0,villa,,,,4.925462484520326,4.925303209291644,1.015215233822327,0.1107,-0.10574639684619686,-0.02505745062325906,-0.6447029268450716
258,2 BHK Apartment for Sale in Varthur Bangalore,16000000.0,12214.0,2.0,1310.0,19.0,New Property,Unfurnished,2.0,apartment,12.94162601,77.74251723,Patel Layout,-0.20028119685994175,-0.2046933635568835,1.015215233822327,0.4365,-0.07348517592486453,-0.018484333696877363,-0.37937071877553996
259,2 BHK Apartment for Sale in Whitefield Bangalore,15500000.0,12450.0,2.0,1245.0,17.0,Resale,Semi,2.0,apartment,13.024418757051512,77.7619875371977,Ardendale,-0.1962436196323853,-0.21464726913891435,-0.9756348607783006,0.6207,-0.07577320577744129,-0.016972388672875333,-0.4131875688236175
260,2 BHK Apartment for Sale in Bannerghatta Main Road Bangalore,10500000.0,8537.0,2.0,1230.0,2.0,Resale,Semi,2.0,apartment,12.880823765459995,77.60847729999998,Muthuraya Swamy Layout,-0.20863208829644875,-0.19910050044043304,-0.8930726506068618,0.6145,-0.09865350430320889,-0.04204120595643439,-0.4209914572962508
261,2 BHK Apartment for Sale in Hulimangala Bangalore,10400000.0,9000.0,2.0,890.0,1.0,New Property,Unfurnished,2.0,apartment,12.8339509,77.675366,Veer Sandra,-0.20030089235861276,-0.19180891691028268,-1.1137889591318417,0.6307,-0.09911111027372424,-0.039074974828837185,-0.5978795960092719
262,"2 BHK  House for Sale in Kowdenahalli, Ramamurthi Nagar Bangalore",14000000.0,11667.0,2.0,1200.0,1.0,Resale,Semi,3.0,house,13.020012855529783,77.67707061767578,Kowdenahalli,-0.2029597846791987,-0.2078722555591289,-0.8650014991485727,0.6121,-0.08263729533517157,-0.021988714748271895,-0.43659923424151736
263,2 BHK Apartment for Sale in Block 1st East Jayanagar Bangalore,15000000.0,10714.0,2.0,959.0,8.0,Resale,Unfurnished,2.0,apartment,12.94025421142578,77.58772277832031,1st Block,-0.21641181027149656,-0.20624307340797812,-1.0758103424529797,0.6301,-0.07806123563001806,-0.028094153764686863,-0.5619817090351588
266,2 BHK Apartment for Sale in Sarjapura Attibele Road Bangalore,5990000.0,5209.0,2.0,1150.0,6.0,Resale,Unfurnished,2.0,apartment,12.810395,77.784537,Bidaraguppe,-0.18476114390718815,-0.18752734674475846,1.015215233822327,0.4342,-0.11929153357345128,-0.06336219341354773,-0.46261219581696167
267,2 BHK Apartment for Sale in Gottigere Bangalore,15000000.0,12346.0,2.0,1215.0,0.0,Resale,Furnished,2.0,apartment,12.87052719,77.59332459,Kalena Agrahara,-0.2081790918270156,-0.19864353471511026,-0.8149137583112332,0.6079,-0.07806123563001806,-0.017638669530910128,-0.42879534576888406
268,2 BHK Apartment for Sale in Horamavu Bangalore,7500000.0,6938.0,2.0,1081.0,0.0,Resale,Semi,2.0,apartment,13.04579197,77.68166015,K Channasandra,-0.20175835926026728,-0.2182831268664825,1.015215233822327,0.4374,-0.11238168341866946,-0.052285274148719314,-0.4985100827910748
270,6 BHK  House for Sale in KB Sandra Shampura Bangalore,22500000.0,4688.0,6.0,4500.0,4.0,Resale,Semi,5.0,house,13.025201797485352,77.60982513427734,Chinnanna Layout,-0.21301433675074785,-0.21423003956361966,1.015215233822327,0.4383,-0.04374078784136665,-0.06670000425043357,1.280256229737805
271,2 BHK Apartment for Sale in Old Madras Road Bangalore,13000000.0,10000.0,2.0,1200.0,5.0,Resale,Semi,3.0,apartment,12.991186141967772,77.61978149414062,R T Nagar,-0.2150725163618681,-0.21065378606109358,-0.9706811281680146,0.622,-0.0872133550403251,-0.03266842811696419,-0.43659923424151736
272,2 BHK  House for Sale in BTM 2nd Stage Bangalore,11200000.000000002,18667.0,2.0,530.0,0.0,Resale,Semi,4.0,house,12.805724143981934,77.60187530517578,Malle Nalsandra,-0.18794196694255577,-0.1733812773347665,1.015215233822327,0.4338,-0.09545026250960141,0.022857112234839112,-0.7851729193524707
273,9 BHK  House for Sale in Reflex Housing Layout Bangalore,75000000.0,11628.0,9.0,6450.0,1.0,Resale,Unfurnished,6.0,house,12.90481156,77.50705255,Reflex Housing Layout,-0.2100895551981033,-0.1957129936505403,-0.9150892399859123,0.6163,0.19650234667919317,-0.022238570070034942,2.2947617311801323
274,2 BHK Apartment for Sale in Gunjur Palya Bangalore,12000000.0,9967.0,2.0,1100.0,3.0,Resale,Semi,2.0,apartment,12.924330711364746,77.7215347290039,Gunjur Palya,-0.20078343207605243,-0.19994489362852946,1.015215233822327,0.4364,-0.09178941474547861,-0.032879844158456,-0.4886251573924059
275,2 BHK Apartment for Sale in Chandrasekarapura Bangalore,13000000.0,12381.0,2.0,740.0,0.0,Resale,Semi,2.0,apartment,12.87052719,77.59332459,Kalena Agrahara,-0.2081790918270156,-0.19864353471511026,-0.8149137583112332,0.6079,-0.0872133550403251,-0.01741444039599457,-0.6759184807356048
276,"2 BHK Apartment for Sale in Chokkanahalli, Thanisandra Main Road Bangalore",8980000.0,7072.0,2.0,1269.0,1.0,Resale,Semi,2.0,apartment,13.086003532768,77.6228965682728,Sampigehalli,-0.20343247664730288,-0.220349406667942,1.015215233822327,0.4376,-0.10560911505504225,-0.05142679688932834,-0.40070134726740425
277,2 BHK Apartment for Sale in Borewell Road Bangalore,17000000.0,11972.0,2.0,873.0,8.0,Resale,Unfurnished,2.0,apartment,12.9680475,77.739097,Palm Meadows,-0.20176820700960277,-0.20705766448355348,-1.0565458267463108,0.6272,-0.06890911621971102,-0.020034718001150628,-0.606724002944923
278,6 BHK  House for Sale in Bommasandra Jigani Link Road Bangalore,12500000.0,4630.0,6.0,2200.0,1.0,Resale,Unfurnished,6.0,house,12.8062366,77.6633302,Bengaluru,-0.19451041574933667,-0.1859677028561568,-0.8908709916689569,0.6123,-0.08950138489290185,-0.06707158395972221,0.08365999726736824
279,"2 BHK Apartment for Sale in Rachenahalli, Thanisandra Bangalore",8000000.0,7117.0,2.0,1100.0,2.0,Resale,Semi,2.0,apartment,13.068320274353027,77.57221221923828,Sonappa Layout,-0.2093706694966115,-0.21902817967950877,1.015215233822327,0.4382,-0.1100936535660927,-0.05113850228729405,-0.4886251573924059
280,2 BHK Apartment for Sale in Electronic City Bangalore,10000000.0,7519.0,2.0,1330.0,2.0,Resale,Semi,2.0,apartment,12.8606607,77.6610466,Lavakusha Nagar,-0.18587393958210005,-0.19481893027490876,-1.0873690518769812,0.6274,-0.10094153415578566,-0.0485630705091211,-0.36896553414536226
281,2 BHK Apartment for Sale in Thanisandra Main Road Bangalore,19900000.0,14974.0,2.0,902.0,17.0,Resale,Unfurnished,2.0,apartment,13.06430096,77.6341299,Narayanapura,-0.20723370789080725,-0.21729965715328783,1.015215233822327,0.4379,-0.0556385430747658,-0.0008022647721078795,-0.5916364852311653
282,2 BHK Apartment for Sale in Sarjapur Road Bangalore,16500000.0,14423.0,2.0,640.0,3.0,Resale,Semi,2.0,apartment,12.91235,77.680996,Kaikondrahalli,-0.20602243472254034,-0.19305067159865977,1.015215233822327,0.4365,-0.07119714607228778,-0.004332272010349903,-0.7279444038864933
283,2 BHK Apartment for Sale in Whitefield Bangalore,11500000.0,10035.0,2.0,1000.0,0.0,Resale,Semi,2.0,apartment,12.982587692174135,77.75532781349413,Ambedkar Nagar,-0.1990502281930038,-0.20936236118518142,-1.1198435212110804,0.6319,-0.09407744459805538,-0.03244419898204863,-0.5406510805432945
285,2 BHK Apartment for Sale in Whitefield Bangalore,11500000.0,10026.0,2.0,1147.0,6.0,Resale,Semi,2.0,apartment,12.982587692174135,77.75532781349413,Ambedkar Nagar,-0.1990502281930038,-0.20936236118518142,-1.1198435212110804,0.6319,-0.09407744459805538,-0.03250185790245549,-0.4641729735114883
286,2 BHK Builder Floor for Sale in Shanti Nagar Bangalore,10000000.0,9709.0,2.0,,3.0,Resale,Furnished,2.0,apartment,12.971689224243164,77.5224380493164,Shivananada Layout,-0.21517099385522312,-0.20403771708142038,-0.9508661977268691,0.6201,-0.10094153415578566,-0.03453273321011923,-0.2545085032134074
287,10 BHK Villa for Sale in Rachenahalli Main Road Bangalore,34500000.0,5750.0,10.0,1200.0,1.0,Resale,Furnished,10.0,villa,13.04881191253662,77.62667083740234,Fathima Layout,-0.20886843428050084,-0.21616717687748793,1.015215233822327,0.438,0.01117192862047559,-0.059896251642424445,-0.43659923424151736
288,> 10 BHK  House for Sale in Hoodi Main Road Bangalore,40000000.0,7143.0,10.0,5300.0,1.0,Resale,Semi,,house,13.048640251159668,77.62638092041016,Fathima Layout,-0.20866163154445527,-0.21617711091499492,1.015215233822327,0.4379,0.03634025699881995,-0.05097193207278535,1.6964636149449137
290,2 BHK Apartment for Sale in Ulsoor Bangalore,15000000.0,12821.0,2.0,1170.0,1.0,Resale,Semi,2.0,apartment,,,,4.925462484520326,4.925303209291644,1.015215233822327,0.1107,-0.07806123563001806,-0.01459555984277045,-0.4522070111867839
291,2 BHK Builder Floor for Sale in Kalena Agrahara Bangalore,5000000.0,4699.0,2.0,856.0,2.0,Resale,Semi,2.0,apartment,12.8643492,77.5923249,Kalena Agrahara,-0.19254086588223596,-0.19729250561415598,1.015215233822327,0.4354,-0.12382183268155325,-0.06662953223660296,-0.615568409880574
292,2 BHK Apartment for Sale in ITI Layout HSR Layout Bangalore,14900000.0,12957.0,2.0,1050.0,4.0,Resale,Semi,2.0,apartment,12.9114311,77.6445763,Parangi Palaya,-0.20893736852584938,-0.1915108957850722,-0.9216942167996275,0.6165,-0.0785188416005334,-0.013724269489955723,-0.5146381189678502
293,2 BHK Apartment for Sale in Gunjur Palya Road Bangalore,10000000.0,7943.0,2.0,1040.0,2.0,Resale,Furnished,2.0,apartment,12.92050187,77.73493118,Gunjur Village,-0.20001530762788314,-0.2022098541801293,1.015215233822327,0.4364,-0.10094153415578566,-0.04584669470328695,-0.5198407112829391
294,"2 BHK Apartment for Sale in Gubbalala, Subramanyapura Bangalore",11000000.0,8980.0,2.0,900.0,8.0,Resale,Semi,2.0,apartment,12.8856966591352,77.5364000701981,Bengaluru,-0.2062784762052634,-0.18688163430680232,-1.0730582687805985,0.6279,-0.09636547445063214,-0.03920310576307465,-0.5926770036941831
295,2 BHK Apartment for Sale in Ejipura Bangalore,12000000.0,9023.0,2.0,1150.0,4.0,Resale,Semi,2.0,apartment,12.971566200256348,77.52252197265625,Shivananada Layout,-0.21522023260190062,-0.20401784900640635,-0.9536182713992504,0.6203,-0.09178941474547861,-0.03892762425446411,-0.46261219581696167
296,2 BHK Apartment for Sale in Banaswadi Bangalore,14400000.0,11940.0,2.0,1106.0,3.0,Resale,Semi,2.0,apartment,13.0073266,77.6463528,Chikka Banaswadi,-0.2109758526382986,-0.21027629263582695,-0.965727395557728,0.6212,-0.08080687145311016,-0.020239727495930563,-0.48550360200335263
297,2 BHK Apartment for Sale in Begur Koppa Road Bangalore,12000000.0,9562.0,2.0,1255.0,14.0,Resale,Semi,2.0,apartment,12.888731,77.625587,Maruthi Layout,-0.20868132704312628,-0.20027271686626102,-1.010310989050305,0.624,-0.09178941474547861,-0.03547449557676456,-0.40798497650852866
298,2 BHK Apartment for Sale in Sarjapur Road Bangalore,17000000.0,14860.0,2.0,636.0,4.0,Resale,Semi,2.0,apartment,12.91235,77.680996,Kaikondrahalli,-0.20602243472254034,-0.19305067159865977,1.015215233822327,0.4365,-0.06890911621971102,-0.0015326110972614015,-0.7300254408125288
299,2 BHK Apartment for Sale in Electronic City Bangalore,16500000.0,14628.0,2.0,1128.0,18.0,New Property,Semi,2.0,apartment,12.833950996398926,77.67536926269531,Veer Sandra,-0.20030089235861276,-0.19180891691028268,-1.1137889591318417,0.6307,-0.07119714607228778,-0.003018929934415938,-0.47405789891015715
300,2 BHK Apartment for Sale in Bilekahalli Bangalore,4700000.0,4476.0,2.0,940.0,2.0,Resale,Semi,3.0,apartment,12.8914298,77.6004377,Sundar Ram Shetty Nagar,-0.2100895551981033,-0.20058067202897853,-0.872156890696764,0.613,-0.1251946505930993,-0.06805819215335064,-0.5718666344338277
301,2 BHK Apartment for Sale in ITPL Main Road Bangalore,16500000.0,13866.0,2.0,1090.0,13.0,Resale,Semi,2.0,apartment,12.98294448852539,77.75520324707031,Ambedkar Nagar,-0.1990896191903458,-0.20940209733520948,-1.1214947654145093,0.632,-0.07119714607228778,-0.007900718528863164,-0.49382774970749477
302,2 BHK Apartment for Sale in Arkavathy Layout Babusabpalya Bangalore,7000000.0,6481.0,2.0,1080.0,2.0,Resale,Semi,2.0,apartment,13.0284213547426,77.6487722829392,Anand Bhavan,-0.2061898464612439,-0.2111405538989374,1.015215233822327,0.4374,-0.11466971327124621,-0.05521306599604528,-0.4990303420225836
303,2 BHK Apartment for Sale in Mahadevapura Bangalore,12000000.0,9764.0,2.0,1229.0,4.0,Resale,Semi,2.0,apartment,12.9943233940264,77.7036578845133,Kaveri Nagar,-0.20525431027437105,-0.20331253234340815,-1.1803891420034691,0.6366,-0.09178941474547861,-0.03418037314096622,-0.4215117165277597
304,> 10 BHK  House for Sale in Gunjur Balagere Road Bangalore,66000000.0,7416.0,10.0,8900.0,0.0,New Property,Semi,,house,13.026813507080078,77.60852813720703,KHB Colony,-0.2129060115080573,-0.21413069918854946,1.015215233822327,0.4383,0.1553178093328115,-0.04922294482044402,3.569396848376902
305,"6 BHK Apartment for Sale in D Costa Layout, Cooke Town Bangalore",60000000.0,10345.0,6.0,5000.0,4.0,New Property,Furnished,5.0,apartment,13.002951,77.623452,Balaji Layout,-0.21451119464974439,-0.20958091001033577,-0.9145388252514359,0.6174,0.12786145110189034,-0.030458169501368003,1.5403858454922479
306,6 BHK  House for Sale in Naagarabhaavi Bangalore,100000000.0,10526.0,6.0,9500.0,1.0,Resale,Semi,6.0,house,12.97089643,77.51255603,10 Block,-0.21388093869227215,-0.2052794717697975,-0.9156396547203887,0.6172,0.31090383930803117,-0.02929858454651899,3.8815523872822335
307,"6 BHK  House for Sale in Williams Town, Benson Town Bangalore",26100000.0,10440.0,6.0,2300.0,0.0,Resale,Semi,5.0,house,12.97152328491211,77.52254486083984,Shivananada Layout,-0.21522023260190062,-0.20402778304391336,-0.9536182713992504,0.6203,-0.02726697290281398,-0.029849547563740066,0.1356859204182568
308,2 BHK Apartment for Sale in Old Madras Road Bangalore,15000000.0,10135.0,2.0,1200.0,13.0,Resale,Semi,2.0,apartment,12.98691162,77.64796731,Binna Mangala,-0.21135991486238326,-0.206163601107922,-1.063150803560026,0.6286,-0.07806123563001806,-0.03180354431086133,-0.43659923424151736
309,2 BHK Apartment for Sale in Thanisandra Bangalore,13000000.0,10277.0,2.0,1265.0,23.0,Resale,Semi,3.0,apartment,13.05820369720459,77.62102508544922,Manyata Residency,-0.20927219200325647,-0.21733939330331592,1.015215233822327,0.4381,-0.0872133550403251,-0.030893814677775366,-0.4027823841934398
310,"7 BHK  House for Sale in Vijinapura, Dooravani Nagar Bangalore",22500000.0,9000.0,7.0,2300.0,0.0,Resale,Semi,7.0,house,13.048593521118164,77.62640380859375,Fathima Layout,-0.20887828202983633,-0.21617711091499492,1.015215233822327,0.438,-0.04374078784136665,-0.039074974828837185,0.1356859204182568
311,2 BHK Apartment for Sale in Whitefield Bangalore,21500000.0,18037.0,2.0,826.0,11.0,Resale,Semi,2.0,apartment,12.9680475,77.739097,Palm Meadows,-0.20176820700960277,-0.20705766448355348,-1.0565458267463108,0.6272,-0.04831684754652017,0.018820987806359123,-0.6311761868258405
312,2 BHK Apartment for Sale in Hallehalli Bangalore,5300000.0,4454.0,2.0,1190.0,2.0,Resale,Semi,2.0,apartment,13.034451484680176,77.7027359008789,A - Block,-0.19999561212921216,-0.21726985504076682,1.015215233822327,0.4371,-0.1224490147700072,-0.06819913618101185,-0.4418018265566062
313,2 BHK Apartment for Sale in Uttarahalli Hobli Bangalore,9500000.0,8311.0,2.0,900.0,4.0,New Property,Semi,2.0,apartment,12.90569188,77.54735071,Appartment,-0.21027666243547785,-0.19506728121258418,-0.8622494254761914,0.6119,-0.10322956400836242,-0.043489085513317684,-0.5926770036941831
314,2 BHK Apartment for Sale in Electronic City Bangalore,15300000.0,13564.0,2.0,800.0,5.0,Resale,Semi,2.0,apartment,12.8339509,77.675366,Veer Sandra,-0.20030089235861276,-0.19180891691028268,-1.1137889591318417,0.6307,-0.076688417718472,-0.00983549563584881,-0.6447029268450716
315,2 BHK Apartment for Sale in Avalahalli Bangalore,16000000.0,12270.0,2.0,923.0,13.0,Resale,Furnished,2.0,apartment,12.87752628326416,77.70675659179688,Margagondanahalli,-0.19952292016110795,-0.1864842728065217,1.015215233822327,0.4356,-0.07348517592486453,-0.018125567081012473,-0.5807110413694787
316,2 BHK Apartment for Sale in Bagalur Main Road Bangalore,8700000.0,10943.0,2.0,795.0,21.0,Resale,Unfurnished,2.0,apartment,13.1212475,77.6176454,Vinayak Nagar,-0.20453542457287927,-0.2279191432482888,1.015215233822327,0.4381,-0.10689041177248523,-0.026627054567667948,-0.647304223002616
317,6 BHK Villa for Sale in Ramchandrapura Main Road Bangalore,36000000.0,5625.0,6.0,5800.0,1.0,New Property,Semi,5.0,villa,13.020346641540527,77.60848236083984,D Nagaraj Layout,-0.21322113948679344,-0.21444858838877404,1.015215233822327,0.4383,0.01803601817820587,-0.060697069981408565,1.9565932306993563
318,2 BHK Apartment for Sale in Devanahalli Bangalore,15000000.0,10799.0,2.0,1389.0,6.0,New Property,Semi,2.0,apartment,13.240327835083008,77.71505737304688,Devanahalli,-0.18646480454223024,-0.23140599041325172,1.015215233822327,0.4365,-0.07806123563001806,-0.02754959729417766,-0.338270239486338
319,2 BHK  House for Sale in NS Palya Bangalore,16200000.000000002,15500.0,2.0,1000.0,1.0,Resale,Unfurnished,2.0,house,12.90810489654541,77.60379791259766,Dollar Layout,-0.21184245457982293,-0.2023389966677205,-0.9613240776819181,0.6205,-0.07256996398383382,0.002567578798337319,-0.5406510805432945
320,2 BHK Apartment for Sale in T Dasarahalli Bangalore,12500000.0,6983.0,2.0,1410.0,1.0,Resale,Semi,2.0,apartment,13.05060507,77.51442958,Kalyan Nagar,-0.21059179041421397,-0.20868684663470427,-1.1236964243524143,0.6332,-0.08950138489290185,-0.05199697954668503,-0.3273447956246514
321,2 BHK  House for Sale in Babusapalya Bangalore,21700000.0,12365.0,2.0,1755.0,1.0,Resale,Unfurnished,2.0,house,13.022793769836426,77.65267944335938,Chikka Nanjunda Reddy Layout,-0.2064951266906445,-0.21144850906165494,-0.8270228824697108,0.6094,-0.04740163560548947,-0.01751694514338454,-0.14785536075408587
322,"2 BHK Apartment for Sale in Kumaraswamy Layout, Kumaraswamy Layout Bangalore",6500000.0,6842.0,2.0,912.0,4.0,Resale,Furnished,2.0,apartment,12.90309411,77.56308947,Kumaraswamy Layout II Stage,-0.21228560329992058,-0.20218998610511527,-1.101679834973364,0.6315,-0.11695774312382298,-0.05290030263305912,-0.5864338929160764
323,2 BHK  House for Sale in Shanti Nagar Bangalore,55000000.0,19524.0,2.0,2817.0,1.0,Resale,Semi,2.0,house,12.956124305725098,77.59931182861328,KSRTC Colony,-0.2170519139783043,-0.20718680697114472,-0.9971010354228748,0.6241,0.10498115257612275,0.028347522766914275,0.40465994310835063
325,2 BHK Apartment for Sale in Lal Bagh Main Road Bangalore,100000000.0,41667.0,2.0,2400.0,5.0,Resale,Furnished,2.0,apartment,12.95915273,77.58687485,K.S. Garden,-0.2188934431040435,-0.20904447198495685,-1.0895707108148862,0.6315,0.31090383930803117,0.17020768660791816,0.18771184356914536
326,2 BHK Villa for Sale in Nelamangala Town Bangalore,45000000.0,37500.0,2.0,900.0,1.0,Resale,Furnished,1.0,villa,13.09756658,77.38554364,Nelamangala Town,-0.19248177938622293,-0.18971283499630215,1.015215233822327,0.435,0.059220555524587555,0.14351160645954336,-0.5926770036941831
327,6 BHK  House for Sale in Bangalore,20000000.0,6667.0,6.0,1560.0,1.0,Resale,Unfurnished,4.0,house,,,,4.925462484520326,4.925303209291644,1.015215233822327,0.1107,-0.055180937104250455,-0.0540214483076369,-0.24930591089831855
328,2 BHK Apartment for Sale in Gunjur Road Bangalore,15100000.0,11227.0,2.0,990.0,11.0,Resale,Unfurnished,2.0,apartment,12.8539625,77.7889754,Infosys Head Quater,-0.19116218097526547,-0.19132214907243886,1.015215233822327,0.435,-0.0776036296595027,-0.024807595301496014,-0.5458536728583834
329,2 BHK Apartment for Sale in Abbigere Bangalore,7500000.0,6562.0,2.0,1100.0,1.0,Resale,Semi,2.0,apartment,13.0733419823716,77.5214442247732,Lakshmaiah Layout,-0.2076670088615694,-0.21020675437327782,-0.9172908989238173,0.617,-0.11238168341866946,-0.05469413571238357,-0.4886251573924059
330,2 BHK Apartment for Sale in T Dasarahalli Bangalore,15900000.0,15143.0,2.0,1175.0,16.0,New Property,Semi,2.0,apartment,13.05241056,77.52939049,Siddhartha Nagar,-0.21138945811038976,-0.21169685999933036,-0.9717819576369671,0.6218,-0.07394278189537988,0.00028044162219865765,-0.4496057150292395
331,2 BHK Apartment for Sale in Adigara Kallahalli Bangalore,4600000.0,4523.0,2.0,700.0,1.0,Resale,Unfurnished,2.0,apartment,12.831819,77.798135,Adigara Kallahalli,-0.1808121964236512,-0.18872936528310746,1.015215233822327,0.4338,-0.12565225656361467,-0.06775708445789261,-0.6967288499959602
333,2 BHK Apartment for Sale in Hennur Main Road Bangalore,10500000.0,9615.0,2.0,1092.0,10.0,Resale,Furnished,2.0,apartment,13.0339977023756,77.6363543787745,Punappa Layout,-0.21073950665424654,-0.219763298455028,1.015215233822327,0.4383,-0.09865350430320889,-0.03513494860103529,-0.49278723124447704
334,2 BHK Apartment for Sale in Thanisandra Main Road Bangalore,13500000.0,11460.0,2.0,835.0,14.0,Resale,Unfurnished,2.0,apartment,13.07709976,77.63375253,Devin Paradise Enclave,-0.2059731959758628,-0.2213626784936577,1.015215233822327,0.4379,-0.08492532518774834,-0.023314869917629606,-0.6264938537422606
