property_id,title,price,price_per_sqft,bhk_count,super_area,floor,bathroom_count,property_type,latitude,longitude,dist_to_centre_km,dist_to_airport_km,dist_to_metro_km,accessibility_score,transaction_Resale,furnishing_status_Semi,furnishing_status_Unfurnished,locality_frequency,locality_Amrita Nagar,locality_Ardendale,locality_Attibele,locality_BEML Layout 3rd Stage,locality_BSF Campus,locality_Balagere,locality_Bengaluru,locality_Budigere Cross,locality_Carmelaram,locality_D Nagaraj Layout,locality_Dasanayakanahalli,locality_Devanahalli,locality_Devin Paradise Enclave,locality_Eastwood Township,locality_Electronic City Phase I,locality_Fathima Layout,locality_Govindaraja Nagar Ward,locality_Gundappa Reddy Layout,locality_Gunjur Village,locality_HBR Layout 2nd Block,locality_Halasuru,locality_Infosys Head Quater,locality_Ittamadu,locality_JP Nagar 6th Phase,locality_Jawahar Nagar,locality_Kadubeesanahalli,locality_Kaikondrahalli,locality_Kalena Agrahara,locality_Kanakapura,locality_Kaveri Nagar,locality_Kodigehalli,locality_Koralur,locality_Koramangala 3 Block,locality_Manyata Residency,locality_Maruthi Layout,locality_Narayanapura,locality_Other,locality_Palm Meadows,locality_Parangi Palaya,locality_Patel Layout,locality_Phase III,locality_Pragathi Nagar,locality_Prakash Nagar,locality_Prakruthi Nagar,locality_Royal Enclave,locality_Saint Thomas Town,locality_Shivananada Layout,locality_Veer Sandra,locality_Vinayaka Nagar,locality_Yeshwanthpur Industrial Area
663,2 BHK Apartment for Sale in Whitefield Bangalore,16900000.0,12603.0,2.0,1089.0,6.0,2.0,apartment,12.975358,77.743252,-0.19903053269433277,-0.20732588349624295,-1.0279242605535455,0.6248,1.0,1.0,0.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
665,2 BHK Apartment for Sale in Whitefield Bangalore,5500000.0,8462.0,2.0,650.0,3.0,2.0,apartment,12.9680475,77.739097,-0.20176820700960277,-0.20705766448355348,-1.0565458267463108,0.6272,1.0,0.0,0.0,193,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
666,6 BHK Apartment for Sale in Jakkur Bangalore,127000000.0,19599.0,6.0,3986.0,12.0,5.0,apartment,13.06410398,77.62058066,-0.20836619906439016,-0.21910765197956492,1.015215233822327,0.4381,1.0,0.0,1.0,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
667,2 BHK Apartment for Sale in Whitefield Bangalore,23500000.0,17669.0,2.0,1130.0,2.0,2.0,apartment,12.9680475,77.739097,-0.20176820700960277,-0.20705766448355348,-1.0565458267463108,0.6272,1.0,1.0,0.0,193,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
668,2 BHK  House for Sale in Srirampura Bangalore,22500000.0,15000.0,2.0,1500.0,1.0,2.0,house,12.9951810836792,77.56696319580078,-0.22085314522180866,-0.2121339576496391,-1.0857178076735523,0.6316,1.0,0.0,1.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
669,2 BHK Apartment for Sale in Amrutahalli Bangalore,12000000.0,10110.0,2.0,1187.0,3.0,2.0,apartment,13.066361,77.603304,-0.2103455966808264,-0.22100505314340513,1.015215233822327,0.4383,1.0,1.0,0.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
670,2 BHK Apartment for Sale in Yelahanka Bangalore,12000000.0,12500.0,2.0,650.0,7.0,2.0,apartment,13.12173909,77.59683857,-0.20338323790062537,-0.22688600334755907,1.015215233822327,0.4379,0.0,0.0,1.0,67,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
671,2 BHK Apartment for Sale in Sarjapur Road Bangalore,17000000.0,12715.0,2.0,1150.0,8.0,2.0,apartment,12.900521,77.710237,-0.20262496120179158,-0.189623428658739,1.015215233822327,0.436,1.0,0.0,1.0,58,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
672,2 BHK Apartment for Sale in Bilekahalli Bangalore,11000000.0,8800.0,2.0,1150.0,4.0,2.0,apartment,12.8970085,77.605615,-0.21083798414760155,-0.2013356588795118,-0.9134379957824834,0.6165,1.0,1.0,0.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
673,2 BHK Apartment for Sale in Horamavu Bangalore,9000000.0,7895.0,2.0,840.0,2.0,2.0,apartment,13.0320449,77.661594,-0.20445664257819526,-0.2177566228786106,-0.8286741266731397,0.6096,0.0,0.0,1.0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
675,2 BHK Apartment for Sale in KIADB Industrial Area Bangalore,9260000.0,8530.0,2.0,750.0,5.0,2.0,apartment,12.79851735,77.65840053,-0.1949338689707633,-0.18639486646895853,-0.9150892399859123,0.6143,0.0,0.0,1.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
676,2 BHK Apartment for Sale in Begur Bangalore,17400000.0,14021.0,2.0,905.0,7.0,2.0,apartment,12.888731,77.625587,-0.20868132704312628,-0.20027271686626102,-1.010310989050305,0.624,1.0,1.0,0.0,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
677,2 BHK Apartment for Sale in Kyalasanahalli Bangalore,13700000.000000002,11660.0,2.0,680.0,2.0,2.0,apartment,13.01251945,77.6257917,-0.21370367920423308,-0.21080279662369883,-0.8484890571142849,0.6119,1.0,0.0,1.0,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
678,2 BHK  House for Sale in Tindlu Bangalore,15000000.0,11111.0,2.0,1350.0,1.0,2.0,house,13.07175946,77.56841408,-0.2089964550218624,-0.21865068625424214,1.015215233822327,0.4381,1.0,0.0,1.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
679,"2 BHK Apartment for Sale in Devasthanagalu, Varthur Bangalore",15200000.0,15000.0,2.0,1018.0,11.0,2.0,apartment,12.94162601,77.74251723,-0.20028119685994175,-0.2046933635568835,1.015215233822327,0.4365,0.0,0.0,1.0,59,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
680,2 BHK  House for Sale in Remco BHEL Layout Bangalore,22000000.0,14667.0,2.0,1500.0,0.0,2.0,house,12.923934936523438,77.51671600341797,-0.21283707726270878,-0.19848459011499797,-0.9706811281680146,0.6212,1.0,1.0,0.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
681,2 BHK Apartment for Sale in Vijayanagar Bangalore,7200000.0,6792.0,2.0,795.0,4.0,2.0,apartment,12.97245574,77.53202141,-0.21641181027149656,-0.2052794717697975,-1.0202184542708777,0.6258,0.0,1.0,0.0,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
682,8 BHK  House for Sale in Durgamba Layout Bangalore,21000000.0,18667.0,8.0,1125.0,1.0,8.0,house,13.12062297,77.63004311,-0.2026446567004626,-0.2260118080469416,1.015215233822327,0.4378,1.0,0.0,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
684,2 BHK Apartment for Sale in Binny Pete Bangalore,16500000.0,12088.0,2.0,1066.0,20.0,2.0,apartment,12.96722003,77.55754811,-0.21959263330686424,-0.20830935320943764,-0.989395229140207,0.6238,0.0,0.0,1.0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
685,2 BHK  House for Sale in Old Madras Road Bangalore,16200000.000000002,13500.0,2.0,1000.0,1.0,2.0,house,12.991386,77.658892,-0.21089707064361457,-0.2070477304460465,-1.037831725774118,0.6267,1.0,1.0,0.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
686,2 BHK  House for Sale in Stage 1 BTM Layout Bangalore,17000000.0,24286.0,2.0,700.0,1.0,2.0,house,12.9215979,77.61372327,-0.21265981777466972,-0.20427613398158878,-0.8815139411828605,0.6142,1.0,0.0,1.0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
688,2 BHK Apartment for Sale in Hennur Gardens Bangalore,17000000.0,11930.0,2.0,1200.0,2.0,2.0,apartment,13.01251945,77.6257917,-0.21370367920423308,-0.21080279662369883,-0.8484890571142849,0.6119,1.0,0.0,1.0,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
689,2 BHK Apartment for Sale in Kodigenahalli Bangalore,8500000.0,7784.0,2.0,1092.0,2.0,2.0,apartment,13.163665,77.619335,-0.19816393075280847,-0.22919070004918699,1.015215233822327,0.4375,1.0,1.0,0.0,345,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
690,2 BHK Apartment for Sale in Begur Road Bangalore,8000000.0,6400.0,2.0,1150.0,3.0,2.0,apartment,12.888731,77.625587,-0.20868132704312628,-0.20027271686626102,-1.010310989050305,0.624,1.0,1.0,0.0,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
691,"2 BHK Apartment for Sale in Ashwini Layout, Ejipura Bangalore",4870000.0,3479.0,2.0,1400.0,1.0,2.0,apartment,12.94037863,77.62863532,-0.21273859976935375,-0.20437547435665895,-0.9415091472407727,0.6191,1.0,1.0,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
692,2 BHK Apartment for Sale in Jakkur Bangalore,10500000.0,10448.0,2.0,700.0,8.0,2.0,apartment,13.0992238,77.609323,-0.20522476702636455,-0.22400513247052417,1.015215233822327,0.438,1.0,0.0,1.0,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
693,"2 BHK Apartment for Sale in Attur Layout, Yelahanka New Town Bangalore",11000000.0,9402.0,2.0,1170.0,9.0,2.0,apartment,13.10480294,77.56475278,-0.20596334822652732,-0.21812418226637023,1.015215233822327,0.4378,1.0,0.0,1.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
694,2 BHK Apartment for Sale in Akshayanagar Bangalore,16500000.0,13995.0,2.0,960.0,5.0,2.0,apartment,12.9906415,77.6787406,-0.20717462139479423,-0.20523973561976944,-0.8292245414076159,0.6093,1.0,1.0,0.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
695,2 BHK Apartment for Sale in Varthur Bangalore,18500000.0,14895.0,2.0,809.0,17.0,2.0,apartment,12.934572151761898,77.74373129154752,-0.1998675913878506,-0.20426619994408177,1.015215233822327,0.4365,1.0,1.0,0.0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
696,2 BHK Apartment for Sale in Old Madras Road Bangalore,10100000.0,8000.0,2.0,1018.0,2.0,2.0,apartment,13.00643164,77.72601115,-0.2027234386951466,-0.20962064616036383,-0.814363343576757,0.6079,0.0,0.0,1.0,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
697,2 BHK  House for Sale in Mico Layout Hongasandra Bangalore,15000000.0,6250.0,2.0,600.0,3.0,2.0,house,12.88965375,77.63051692,-0.2081495485790091,-0.1997263448033751,-1.0884698813459337,0.6299,1.0,0.0,1.0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
698,2 BHK Apartment for Sale in Jnanabharathi Extension Bangalore,13700000.000000002,10301.0,2.0,1029.0,16.0,2.0,apartment,12.90917257,77.47885648,-0.20775563860558896,-0.18599750496867784,-1.1704816767828963,0.6353,1.0,0.0,1.0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
700,> 10 BHK  House for Sale in Nagarathpete Bangalore,60000000.0,9677.0,10.0,6200.0,0.0,7.0,house,12.96810577,77.58249762,-0.2203804532537045,-0.2105445116485164,-0.9646265660887755,0.6221,1.0,1.0,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
701,2 BHK Apartment for Sale in Bagaluru Bangalore,8000000.0,8850.0,2.0,904.0,15.0,2.0,apartment,13.13235055,77.66755368,-0.1982230172488215,-0.23209143900123588,1.015215233822327,0.4377,0.0,0.0,1.0,19,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
702,2 BHK  House for Sale in Chandra Layout Bangalore,27500000.0,14474.0,2.0,1900.0,0.0,3.0,house,12.953833,77.523372,-0.21443241265506036,-0.20200123939248196,-1.0846169782045998,0.6304,1.0,1.0,0.0,345,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
703,2 BHK Apartment for Sale in Devanahalli Bangalore,9500000.0,9654.0,2.0,596.0,18.0,2.0,apartment,13.24032816,77.71506051,-0.18646480454223024,-0.23140599041325172,1.015215233822327,0.4365,0.0,0.0,1.0,41,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
705,2 BHK Apartment for Sale in Hebbal Bangalore,6500000.0,6487.0,2.0,850.0,1.0,2.0,apartment,13.035133,77.607157,-0.2128961637587218,-0.21588902382729144,1.015215233822327,0.4383,1.0,1.0,0.0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
706,2 BHK Apartment for Sale in Kadubeesanahalli Bangalore,17500000.0,14894.0,2.0,900.0,2.0,2.0,apartment,12.935866,77.6891866,-0.2043483173355047,-0.1980077563146612,1.015215233822327,0.4366,1.0,1.0,0.0,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
707,2 BHK  House for Sale in Electronic City Bangalore,13000000.0,10833.0,2.0,1100.0,1.0,2.0,house,12.8339509,77.675366,-0.20030089235861276,-0.19180891691028268,-1.1137889591318417,0.6307,1.0,1.0,0.0,39,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
708,2 BHK Apartment for Sale in Phase 7 JP Nagar Bangalore,9700000.0,9238.0,2.0,850.0,9.0,2.0,apartment,12.911066,77.587969,-0.2132014439881224,-0.2029151708431275,-1.0482896057291669,0.6275,1.0,1.0,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
709,2 BHK Apartment for Sale in Attibele Bangalore,4500000.0,6429.0,2.0,700.0,18.0,2.0,apartment,12.78052495,77.77375337,-0.1874889704731226,-0.1788847341136538,1.015215233822327,0.434,0.0,1.0,0.0,15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
710,2 BHK Apartment for Sale in Whitefield Bangalore,7459999.999999999,6410.0,2.0,1164.0,2.0,2.0,apartment,12.9680475,77.739097,-0.20176820700960277,-0.20705766448355348,-1.0565458267463108,0.6272,0.0,0.0,1.0,193,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
711,2 BHK Apartment for Sale in Jakkur Bangalore,15700000.0,11891.0,2.0,858.0,3.0,2.0,apartment,13.07636719,77.60490556,-0.2087305657898038,-0.2211739317810244,1.015215233822327,0.4382,0.0,0.0,1.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
712,2 BHK  House for Sale in Stage 2nd Peenya Bangalore,10000000.0,11111.0,2.0,900.0,1.0,2.0,house,13.01507,77.48806,-0.20968579747534766,-0.20524966965727642,-0.8088591962319944,0.6079,1.0,1.0,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
713,2 BHK Builder Floor for Sale in Kammavari Pete Bangalore,5000000.0,5263.0,2.0,950.0,4.0,2.0,apartment,13.08053044,77.79801238,-0.19117202872460096,-0.20568676730758517,1.015215233822327,0.4357,1.0,0.0,1.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
714,2 BHK  House for Sale in Gandhi Nagar Yelahanka Bangalore,11000000.0,11000.0,2.0,1000.0,1.0,3.0,house,13.10103856,77.59638307,-0.20691857991207116,-0.22582306133430827,1.015215233822327,0.4382,1.0,1.0,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
715,"2 BHK  House for Sale in Kumaraswamy Layout, Kumaraswamy Layout Bangalore",19500000.0,32500.0,2.0,600.0,4.0,2.0,house,12.903094291687012,77.5630874633789,-0.21228560329992058,-0.20218998610511527,-1.101679834973364,0.6315,0.0,0.0,0.0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
716,2 BHK Apartment for Sale in Jakkur Bangalore,13500000.0,12772.0,2.0,1057.0,3.0,2.0,apartment,13.06410398,77.62058066,-0.20836619906439016,-0.21910765197956492,1.015215233822327,0.4381,1.0,1.0,0.0,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
717,7 BHK  House for Sale in Whitefield Bangalore,25000000.0,16667.0,7.0,1500.0,0.0,7.0,house,12.9680475,77.739097,-0.20176820700960277,-0.20705766448355348,-1.0565458267463108,0.6272,1.0,1.0,0.0,193,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
718,2 BHK  House for Sale in Shirdi Sai Layout Bangalore,140000000.0,116667.0,2.0,1200.0,1.0,2.0,house,13.01913,77.716247,-0.2032355216605928,-0.212084287462104,-0.869955231758859,0.6127,1.0,0.0,1.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
719,2 BHK Apartment for Sale in Sadahalli Bangalore,9510000.0,7525.0,2.0,1264.0,1.0,2.0,apartment,13.2112546,77.6463784,-0.1940377237812325,-0.23473389297810235,1.015215233822327,0.4374,0.0,0.0,1.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
720,> 10 BHK  House for Sale in Dodda Banaswadi Bangalore,38000000.0,7917.0,10.0,4800.0,1.0,9.0,house,13.01639,77.6524454,-0.20574669774114623,-0.21069352221112167,-0.8985767979516245,0.6153,1.0,1.0,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
721,2 BHK Apartment for Sale in Whitefield Bangalore,5410000.0,8000.0,2.0,440.0,7.0,2.0,apartment,12.9680475,77.739097,-0.20176820700960277,-0.20705766448355348,-1.0565458267463108,0.6272,0.0,0.0,0.0,193,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
722,2 BHK Apartment for Sale in Bannerghatta Main Road Bangalore,17000000.0,13492.0,2.0,1100.0,5.0,2.0,apartment,12.912924,77.601538,-0.21220682130523655,-0.20270655605548013,-0.9255471199409613,0.6177,1.0,1.0,0.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
723,2 BHK Apartment for Sale in Yelahanka Bangalore,11100000.000000002,9250.0,2.0,815.0,10.0,2.0,apartment,13.110143133247982,77.5588542509261,-0.20083267082272993,-0.21682282335295103,1.015215233822327,0.4372,0.0,0.0,1.0,345,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
724,2 BHK Apartment for Sale in Sarjapura Bangalore,8400000.0,7254.0,2.0,958.0,10.0,2.0,apartment,12.899124554776211,77.78765226350697,-0.19116218097526547,-0.18389148901719027,1.015215233822327,0.4346,0.0,0.0,1.0,345,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
725,2 BHK Apartment for Sale in Devanahalli Bangalore,9500000.0,6786.0,2.0,1400.0,5.0,2.0,apartment,13.237094,77.724275,-0.18556865935269942,-0.23051192703762022,1.015215233822327,0.4364,1.0,0.0,1.0,41,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
726,2 BHK Apartment for Sale in Phase 9th JP Nagar Bangalore,12500000.0,10460.0,2.0,1195.0,15.0,2.0,apartment,12.869186,77.5624215,-0.2084548288084097,-0.19739184598922613,-0.9816894228575397,0.6216,0.0,0.0,1.0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
727,6 BHK  House for Sale in Green Garden Layout Bangalore,54900000.0,20833.0,6.0,2640.0,1.0,6.0,house,12.95326407,77.71541728,-0.20548080850908762,-0.19813689880225238,-0.9679290544956332,0.6202,1.0,1.0,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
728,2 BHK Apartment for Sale in Amarjyoti Layout Bangalore,26000000.0,14857.0,2.0,1750.0,5.0,2.0,apartment,12.9583326,77.6515415,-0.21257118803065017,-0.2045840891443063,-0.9316016820202001,0.6183,1.0,1.0,0.0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
