property_id,title,price,price_per_sqft,bhk_count,super_area,floor,transaction,furnishing_status,bathroom_count,property_type,latitude,longitude,locality,dist_to_centre_km,dist_to_airport_km,dist_to_metro_km,accessibility_score
1114,"2 BHK Flat  for Sale in CV Raman Nagar, Bangalore",7500000.0,6818.0,2.0,770.0,3.0,Resale,Semi,2.0,apartment,12.984812,77.6785567,Kaggadasapura,15.36,40.89,5.84,0.0877
1115,"2 BHK Flat  for Sale in Bommasandra Industrial Area, Bangalore",5130000.0,4999.0,2.0,900.0,1.0,Resale,Unfurnished,2.0,apartment,12.905406951904297,77.63065338134766,Mangammanapalya,13.53,44.29,2.67,0.1409
1116,"2 BHK Flat  for Sale in Hennur Main Road, Bangalore",6900000.0,5529.0,2.0,880.0,3.0,New Property,Unfurnished,2.0,apartment,13.0733881193766,77.6698221374154,Phase - 3,22.07,22.16,40.0,0.426
1117,"2 BHK Flat  for Sale in Malleshwaram, Bangalore",16200000.000000002,14727.0,2.0,1100.0,3.0,Resale,Semi,2.0,house,13.00727301,77.56915504,Malleshwaram,3.91,31.93,2.52,0.2012
1118,"2 BHK Flat  for Sale in Kudlu Main Road, Bangalore",10800000.0,8844.0,2.0,856.0,3.0,Resale,Unfurnished,2.0,apartment,12.88994446,77.64810097,BTR Gardens,15.65,46.41,1.33,0.1999
1119,8 BHK  House for Sale in Bannerghatta Main Road Bangalore,13000000.0,3963.0,8.0,3280.0,3.0,Resale,Semi,6.0,house,12.85947,77.56841,Bengaluru,15.87,68.79,5.97,0.084
1120,8 BHK  House for Sale in Attibele Bangalore,18000000.0,4500.0,8.0,4000.0,1.0,Resale,Unfurnished,8.0,house,12.78052495,77.77375337,Attibele,35.99,66.75,40.0,0.4138
1121,"2 BHK Flat  for Sale in Chikkagubbi Village, Bangalore",13000000.0,10726.0,2.0,822.0,1.0,Resale,Unfurnished,2.0,villa,13.084034331985276,77.66200733068538,Bengaluru,25.44,21.74,40.0,0.4239
1122,"2 BHK Flat  for Sale in Whitefield, Bangalore",12200000.0,9385.0,2.0,910.0,3.0,Resale,Unfurnished,2.0,apartment,12.9680475,77.739097,Palm Meadows,21.49,38.39,2.36,0.1419
1123,7 BHK  House for Sale in Lavelle Road Bangalore,600000000.0,42857.0,7.0,13500.0,1.0,New Property,Semi,7.0,house,12.97083502,77.59765882,D' Souza Layout,4.75,35.45,4.52,0.1475
1124,"2 BHK Flat  for Sale in Belathur Main Road, Bangalore",8000000.0,6867.0,2.0,1165.0,3.0,New Property,Unfurnished,2.0,apartment,13.006957054138184,77.74641418457031,Belathur,22.77,34.15,2.76,0.1289
1125,"2 BHK Flat  for Sale in Gunjur, Bangalore",6800000.0,6391.0,2.0,789.0,1.0,Resale,Semi,2.0,apartment,12.92111644,77.72300794,Gunjur Village,22.39,44.91,40.0,0.4215
1126,"2 BHK Flat  for Sale in Koramangala, Bangalore",31900000.0,23104.0,2.0,1000.0,15.0,New Property,Semi,2.0,house,12.928728,77.626569,Koramangala 3 Block,11.11,41.87,2.98,0.1382
1127,"2 BHK Flat  for Sale in Whitefield, Bangalore",15000000.0,12336.0,2.0,1216.0,4.0,Resale,Semi,2.0,apartment,12.930376,77.740121,Gunjur Village,24.07,41.84,40.0,0.4206
1128,8 BHK  House for Sale in varthur patel layout Bangalore,18000000.0,5143.0,8.0,3400.0,1.0,Resale,Semi,8.0,house,,,,5227.99,5204.83,40.0,0.4001
1129,"2 BHK Flat  for Sale in Sarjapura, Bangalore",6800000.0,7003.0,2.0,971.0,1.0,Resale,Semi,2.0,apartment,12.8539625,77.7889754,Infosys Head Quater,32.26,54.23,40.0,0.4156
1130,2 BHK Flat  for Sale in  Bangalore,12000000.0,10879.0,2.0,730.0,13.0,New Property,Unfurnished,2.0,apartment,12.89248661,77.67369006,Amrita Nagar,19.27,54.6,4.49,0.0962
1131,"2 BHK Flat  for Sale in Sahakar Nagar, Bangalore",12500000.0,9398.0,2.0,1330.0,2.0,Resale,Semi,2.0,apartment,13.0639463971288,77.5903713444414,Sahakar Nagar,12.45,24.03,40.0,0.4377
1132,2 BHK  House for Sale in Phase 8th JP Nagar Bangalore,37000000.0,8409.0,2.0,1100.0,1.0,Resale,Semi,2.0,house,12.875273,77.577541,Kothannur,13.36,46.77,4.33,0.1071
1133,"2 BHK Flat  for Sale in Sarjapur Road, Bangalore",12500000.0,12703.0,2.0,984.0,13.0,Resale,Furnished,2.0,apartment,12.91235,77.680996,Kaikondrahalli,17.17,52.49,40.0,0.4258
1134,"2 BHK Flat  for Sale in Kogilu, Bangalore",10700000.0,10647.0,2.0,1005.0,7.0,Resale,Unfurnished,2.0,house,13.0992238,77.609323,Prakruthi Nagar,17.98,21.33,40.0,0.43
1135,"2 BHK Flat  for Sale in Koramangala, Bangalore",9000000.0,6855.0,2.0,950.0,1.0,Resale,Semi,2.0,apartment,12.9206377,77.6343723,Teacher's Colony,12.24,43.0,4.5,0.1075
1136,"2 BHK Flat  for Sale in Kaggadasapura, Indira nagar, Bangalore",9900000.0,8082.0,2.0,1225.0,1.0,Resale,Semi,2.0,apartment,12.97732218,77.67503329,Malleshpalya,15.33,41.78,5.82,0.0878
1137,"2 BHK Flat  for Sale in Doddaballapur Main Road, Bangalore",15500000.0,11887.0,2.0,1304.0,5.0,Resale,Semi,2.0,apartment,13.20134058,77.56059071,East Colony,33.1,24.05,40.0,0.4197
1138,"2 BHK Flat  for Sale in Banaswadi, Bangalore",11900000.0,8887.0,2.0,1101.0,4.0,Resale,Semi,2.0,apartment,13.00968902,77.64597674,Erappa Reddy Layout,12.4,34.74,4.27,0.1113
1139,"2 BHK Flat  for Sale in Sarjapur Road, Bangalore",15500000.0,12490.0,2.0,980.0,3.0,Resale,Furnished,2.0,apartment,12.86075,77.78355,Sarjapura,30.4,52.37,40.0,0.4165
1140,"2 BHK Flat  for Sale in Whitefield, Bangalore",9100000.0,9430.0,2.0,663.0,5.0,Resale,Unfurnished,2.0,apartment,12.9680475,77.739097,Palm Meadows,21.49,38.39,2.36,0.1419
1141,"2 BHK Flat  for Sale in Gunjur, Bangalore",15100000.0,11264.0,2.0,987.0,1.0,Resale,Unfurnished,2.0,apartment,12.920501708984377,77.73493194580078,Gunjur Village,23.27,43.27,40.0,0.421
1142,"2 BHK Flat  for Sale in Chambenahalli, Bangalore",9000000.0,7725.0,2.0,957.0,1.0,Resale,Furnished,2.0,apartment,12.888494,77.761622,Yamare Village,27.26,49.23,40.0,0.4181
1143,"2 BHK Flat  for Sale in Jakkuru Layout, Jakkuru, Bangalore",12600000.0,10300.0,2.0,880.0,4.0,New Property,Unfurnished,2.0,apartment,13.0632151,77.620213,Phase III,14.95,26.41,40.0,0.4324
1144,2 BHK  House for Sale in Kothanur Bangalore,16000000.0,7273.0,2.0,1800.0,1.0,Resale,Semi,2.0,house,13.05594245,77.640915,Geddalahalli,18.88,23.78,40.0,0.4282
1145,"2 BHK Flat  for Sale in Budigere Cross, Bangalore",14200000.0,12305.0,2.0,1154.0,15.0,Resale,Unfurnished,2.0,apartment,13.06388092,77.74555733,Budigere Cross,26.61,25.18,40.0,0.4221
1146,"2 BHK Flat  for Sale in Kambipura, Bangalore",9300000.0,8659.0,2.0,800.0,10.0,Resale,Semi,2.0,apartment,12.887440062596552,77.45362113253019,Anchepalya,18.9,61.65,2.51,0.1373
1147,"2 BHK Flat  for Sale in Kogilu, Bangalore",11000000.0,10945.0,2.0,900.0,12.0,Resale,Unfurnished,2.0,apartment,13.0992238,77.609323,Prakruthi Nagar,17.98,21.33,40.0,0.43
1148,"2 BHK Flat  for Sale in Mahadevapura, Bangalore",15500000.0,12400.0,2.0,1250.0,4.0,Resale,Unfurnished,2.0,apartment,12.9901008615604,77.6949670337867,Maheswari Nagar,17.03,41.25,1.96,0.1621
1149,"2 BHK Flat  for Sale in Begur Koppa Road, Bangalore",13500000.0,14901.0,2.0,906.0,11.0,Resale,Furnished,2.0,apartment,12.86472131,77.61773865,Akshayanagara East,17.65,48.41,4.71,0.0955
1150,"2 BHK Flat  for Sale in Hulimavu, Bangalore",12200000.0,10463.0,2.0,1000.0,6.0,Resale,Semi,2.0,apartment,12.8766171,77.5919321,Aradhana Layout,14.97,46.85,6.13,0.0853
1151,"2 BHK Flat  for Sale in Marathahalli, Bangalore",14500000.0,11240.0,2.0,1290.0,2.0,Resale,Semi,2.0,apartment,12.954169273376465,77.71746826171875,Kumarapalli,17.85,47.51,4.1,0.1038
1152,"2 BHK Flat  for Sale in Amrutahalli, Bangalore",14000000.0,10448.0,2.0,1340.0,10.0,Resale,Furnished,2.0,apartment,13.0659992,77.5989164,Hoodi Layout,12.62,23.79,40.0,0.4374
1153,"2 BHK Flat  for Sale in Haralur Main Road, Bangalore",21600000.0,16744.0,2.0,1290.0,6.0,Resale,Semi,2.0,apartment,12.903428514109851,77.66190007338585,Eastwood Township,17.67,52.99,4.12,0.1033
1154,"2 BHK Flat  for Sale in Bagalur Colony, Bangalore",12500000.0,11468.0,2.0,682.0,19.0,Resale,Unfurnished,2.0,apartment,13.13235055,77.66755368,Dasanayakanahalli,25.09,13.19,40.0,0.4294
1155,"2 BHK Flat  for Sale in J P Nagar, Bangalore",11000000.0,8178.0,2.0,941.0,1.0,Resale,Unfurnished,2.0,apartment,12.9014267,77.5741866,Jarganahalli,9.9,43.31,0.87,0.2551
1156,"2 BHK Flat  for Sale in Electronic City, Bangalore",12500000.0,9564.0,2.0,1307.0,8.0,Resale,Unfurnished,2.0,apartment,12.8372225,77.6709713,Veer Sandra,22.7,53.45,1.04,0.2166
1157,"2 BHK Flat  for Sale in Vajarahalli, Vajarahalli, Bangalore",9800000.0,7313.0,2.0,1004.0,9.0,Resale,Semi,2.0,apartment,12.84819789,77.52157499,Bengaluru,22.52,59.28,2.56,0.1327
1158,"2 BHK Flat  for Sale in Hosa Road, off Hosur Road, Bangalore",9500000.0,9625.0,2.0,987.0,18.0,New Property,Unfurnished,2.0,apartment,12.89248661,77.67369006,Amrita Nagar,19.27,54.6,4.49,0.0962
1159,"2 BHK Flat  for Sale in Haralur Main Road, Bangalore",6500000.0,5229.0,2.0,1243.0,3.0,Resale,Semi,2.0,apartment,12.8777034,77.6548645,Sai Sree Layout,17.52,48.28,1.69,0.1744
1160,2 BHK Flat  for Sale in  Bangalore,6000000.0,8075.0,2.0,743.0,2.0,New Property,Semi,2.0,house,12.9680475,77.739097,Palm Meadows,21.49,38.39,2.36,0.1419
1161,2 BHK Flat  for Sale in  Bangalore,4600000.0,4381.0,2.0,850.0,2.0,Resale,Unfurnished,2.0,apartment,,,,5227.99,5204.83,40.0,0.4001
1162,"2 BHK Flat  for Sale in Krishnarajapura, Bangalore",5500000.0,5446.0,2.0,980.0,1.0,Resale,Semi,2.0,apartment,13.00643164,77.72601115,Kodigehalli,20.52,35.81,6.76,0.0756
1163,"2 BHK Flat  for Sale in Sarjapur Road, Bangalore",17500000.0,13369.0,2.0,1309.0,8.0,Resale,Semi,2.0,apartment,12.900521,77.710237,Carmelaram,20.62,55.94,40.0,0.422
1164,"2 BHK Flat  for Sale in Hsr Layout, Bangalore",10800000.0,9041.0,2.0,948.0,3.0,Resale,Unfurnished,2.0,apartment,12.9114311,77.6445763,Parangi Palaya,14.21,54.04,4.81,0.0988
1165,"2 BHK Flat  for Sale in Carmelaram, Bangalore",13000000.0,11474.0,2.0,727.0,0.0,Resale,Semi,2.0,apartment,12.900521,77.710237,Carmelaram,20.62,55.94,40.0,0.422
1166,"2 BHK Flat  for Sale in Electronic City, Bangalore",2800000.0,3111.0,2.0,900.0,2.0,Resale,Semi,2.0,apartment,12.8339509,77.675366,Veer Sandra,22.98,53.74,1.32,0.1927
1167,"2 BHK Flat  for Sale in Electronic City, Bangalore",5810000.0,5642.0,2.0,1030.0,4.0,Resale,Semi,2.0,apartment,12.847218,77.646426,Electronic City Phase I,21.52,52.27,2.73,0.1288
1168,2 BHK  House for Sale in Naagarabhaavi Bangalore,25000000.0,20833.0,2.0,1200.0,1.0,Resale,Semi,2.0,house,12.97089672088623,77.51255798339844,10 Block,9.19,40.18,4.92,0.1117
1169,"2 BHK Flat  for Sale in Lal Bahadur Shastri Nagar, Bangalore",5800000.0,4915.0,2.0,1000.0,1.0,Resale,Semi,2.0,apartment,12.857298851013184,77.56278991699219,Anjanapura 5th G Block,16.59,50.0,5.3,0.0902
1170,"2 BHK Flat  for Sale in Varthur, Bangalore",12000000.0,8571.0,2.0,1400.0,4.0,Resale,Semi,2.0,apartment,12.94162601,77.74251723,Patel Layout,23.0,40.77,40.0,0.4215
1171,"2 BHK Flat  for Sale in Gattahalli, Electronic City, Bangalore",9000000.0,7500.0,2.0,1200.0,4.0,New Property,Unfurnished,2.0,apartment,12.8725759,77.6955861,Gattahalli,23.26,59.09,8.03,0.0641
1172,"2 BHK Flat  for Sale in Sarjapur Road, Bangalore",18500000.0,12585.0,2.0,1050.0,12.0,Resale,Unfurnished,2.0,apartment,12.900521,77.710237,Carmelaram,20.62,55.94,40.0,0.422
1173,"2 BHK Flat  for Sale in Bannerughatta, Bangalore",8000000.0,7266.0,2.0,1000.0,4.0,Resale,Semi,2.0,apartment,12.805211,77.588503,Sairam Layout,34.97,71.73,40.0,0.4139
1174,"2 BHK Flat  for Sale in Richmond Road, Bangalore",17500000.0,17500.0,2.0,1000.0,4.0,Resale,Unfurnished,2.0,apartment,12.970213,77.616014,Shanthala Nagar,6.5,36.8,3.9,0.1403
1175,"2 BHK Flat  for Sale in Sarjapur Road, Bangalore",7500000.0,5769.0,2.0,1300.0,1.0,Resale,Semi,1.0,apartment,12.91235,77.680996,Kaikondrahalli,17.17,52.49,40.0,0.4258
1176,"2 BHK Flat  for Sale in Chikkabellandur, Bangalore",12000000.0,10067.0,2.0,890.0,1.0,Resale,Semi,2.0,apartment,12.900521,77.710237,Carmelaram,20.62,55.94,40.0,0.422
1177,"2 BHK Flat  for Sale in Yerthiganahalli Devanahalli, Bangalore",10000000.0,8306.0,2.0,902.0,7.0,Resale,Semi,1.0,apartment,13.242081,77.7135224,Devanahalli,36.62,13.46,40.0,0.4245
1178,"2 BHK Flat  for Sale in Chowdeshwari Layout Yelahanka, Bangalore",6500000.0,6500.0,2.0,1000.0,4.0,Resale,Semi,2.0,apartment,13.113321304321287,77.60070037841797,5th cross,17.21,18.57,40.0,0.4322
1179,"2 BHK Flat  for Sale in Ombr Layout, Banaswadi, Bangalore",9950000.0,8964.0,2.0,1110.0,5.0,Resale,Unfurnished,2.0,apartment,13.00881349,77.6522132,OMBR Layout,13.04,35.28,4.91,0.1017
1180,6 BHK  House for Sale in Kaval Bairasandra Bangalore,17500000.0,15909.0,6.0,1100.0,1.0,Resale,Unfurnished,6.0,house,13.02323662,77.60992894,Rattan Singh Layout,9.93,31.03,40.0,0.4428
1181,"2 BHK Flat  for Sale in Munnekollal, Bangalore",7200000.0,6000.0,2.0,1200.0,3.0,Resale,Semi,2.0,apartment,12.9489178978276,77.7190273477345,Thubarahalli,18.53,48.19,6.36,0.0789
1182,"2 BHK Flat  for Sale in Kengeri, Bangalore",16900000.0,14072.0,2.0,1201.0,3.0,Resale,Semi,2.0,apartment,12.882305,77.464263,Bengaluru,18.57,61.32,2.18,0.1494
1183,"2 BHK Flat  for Sale in Whitefield, Bangalore",18000000.0,13997.0,2.0,900.0,11.0,Resale,Semi,2.0,apartment,12.970748,77.736704,Nallurhalli,21.21,38.85,2.07,0.1533
1184,"2 BHK Flat  for Sale in Gunjur, Bangalore",14300000.0,10712.0,2.0,850.0,4.0,Resale,Unfurnished,2.0,apartment,12.912349700927734,77.68099975585938,Kaikondrahalli,17.17,52.49,40.0,0.4258
1185,"2 BHK Flat  for Sale in Whitefield, Bangalore",16000000.0,11739.0,2.0,1363.0,10.0,Resale,Semi,2.0,apartment,12.970659871329282,77.73965400369404,Nallurhalli,21.59,38.44,2.46,0.1384
1186,"2 BHK Flat  for Sale in Mahalakshmipuram Layout, Mahalakshmipuram, Bangalore",9800000.0,7000.0,2.0,1150.0,2.0,Resale,Semi,2.0,apartment,13.015736,77.547039,Shrikanteswara Nagar,6.67,35.2,2.47,0.1729
1187,"2 BHK Flat  for Sale in Hennur Main Road, Bangalore",11200000.000000002,8321.0,2.0,945.0,3.0,Resale,Semi,2.0,apartment,13.061438,77.64037098,6th Block,17.82,23.07,40.0,0.4296
1188,"2 BHK Flat  for Sale in Chikkakannalli, Bangalore",15800000.0,13004.0,2.0,736.0,5.0,New Property,Unfurnished,2.0,house,12.891293073785318,77.70453405283318,Chikkakannalli,22.57,57.89,40.0,0.4204
1189,"2 BHK Flat  for Sale in Rayasandra Main Road, Bangalore",10500000.0,10335.0,2.0,722.0,7.0,Resale,Semi,2.0,apartment,12.868106842041016,77.68781280517578,Choodasandra,21.71,58.73,6.48,0.0744
1190,"2 BHK Flat  for Sale in Whitefield, Bangalore",16000000.0,13559.0,2.0,700.0,3.0,Resale,Semi,2.0,apartment,12.975358,77.743252,Pattandur Agrahara,24.27,38.12,2.88,0.124
1191,"2 BHK Flat  for Sale in Horamavu, Bangalore",8000000.0,6584.0,2.0,1000.0,5.0,Resale,Furnished,2.0,apartment,13.0139325,13.0139325,Garunda,,,40.0,0.4255
1192,2 BHK Flat  for Sale in  Bangalore,12500000.0,8929.0,2.0,1400.0,1.0,Resale,Furnished,2.0,apartment,12.821876525878906,77.50848388671875,Bengaluru,26.81,63.58,40.0,0.4175
1193,"2 BHK Flat  for Sale in Ecc Road, Whitefield, Bangalore",7900000.0,6979.0,2.0,880.0,2.0,Resale,Unfurnished,2.0,apartment,13.03091,77.7184,Medahalli,20.81,32.25,40.0,0.4244
1194,"2 BHK Flat  for Sale in Balagere, Bangalore",8300000.0,7793.0,2.0,900.0,4.0,Resale,Unfurnished,2.0,apartment,12.937795,77.74792,Bengaluru,23.02,40.79,40.0,0.4214
1195,"2 BHK Flat  for Sale in Naidu Layout, Bangalore",7000000.0,5385.0,2.0,1000.0,3.0,Resale,Furnished,2.0,apartment,12.8476366666667,77.6552716666667,Electronic City Phase I,19.94,50.7,1.75,0.1684
1197,"2 BHK Flat  for Sale in Whitefield, Bangalore",16000000.0,14011.0,2.0,859.0,9.0,Resale,Semi,2.0,apartment,12.948612734804597,77.71786715614677,Thubarahalli,18.49,48.15,6.32,0.0792
1198,"2 BHK Flat  for Sale in Whitefield, Bangalore",17500000.0,15311.0,2.0,1000.0,14.0,Resale,Semi,2.0,apartment,12.98731823269733,77.71037513068259,NCPR Industrial Layout,19.22,43.44,1.69,0.173
1199,"6 BHK Flat  for Sale in Electronic City, Bangalore",19000000.0,7686.0,6.0,2700.0,0.0,Resale,Semi,3.0,apartment,12.9053316116333,77.630615234375,Mangammanapalya,13.54,44.29,2.67,0.1409
1200,"2 BHK Flat  for Sale in Marathahalli, Bangalore",12000000.0,10084.0,2.0,1000.0,0.0,Resale,Semi,2.0,apartment,12.9454989,77.7052527,Matrix Layout,17.86,48.95,6.69,0.0772
1201,"2 BHK Flat  for Sale in Phase 1 Electronics City, Bangalore",9000000.0,9474.0,2.0,950.0,1.0,Resale,Unfurnished,2.0,apartment,12.878479957580566,77.64446258544922,Aishwarya Crystal Layout,16.28,47.04,0.56,0.2837
1202,"2 BHK Flat  for Sale in Sarjapur Road, Bangalore",6000000.0,6000.0,2.0,800.0,1.0,Resale,Semi,2.0,apartment,12.905349731445312,77.63055419921875,Bommanahalli,13.54,44.29,2.67,0.1409
1203,"2 BHK Flat  for Sale in Dasarahalli Main Road, Bangalore",12500000.0,11302.0,2.0,900.0,10.0,New Property,Semi,2.0,apartment,13.0349961,77.5981732,Gundappa Reddy Layout,9.13,28.74,40.0,0.4462
1204,"2 BHK Flat  for Sale in Doddaballapur Main Road, Bangalore",5500000.0,5839.0,2.0,942.0,3.0,Resale,Semi,2.0,apartment,13.20134058,77.56059071,East Colony,33.1,24.05,40.0,0.4197
1205,"2 BHK Flat  for Sale in Varthur, Bangalore",8800000.0,7515.0,2.0,750.0,0.0,Resale,Unfurnished,2.0,apartment,12.937795,77.74792,Bengaluru,23.02,40.79,40.0,0.4214
1206,"2 BHK Flat  for Sale in Electronic City, Bangalore",6000000.0,5581.0,2.0,900.0,1.0,Resale,Semi,2.0,apartment,12.884039878845217,77.64069366455078,AECS Layout,15.48,46.24,0.72,0.2611
1207,"2 BHK Flat  for Sale in Begur, Bangalore",14000000.0,10712.0,2.0,1290.0,18.0,Resale,Furnished,2.0,apartment,12.888731,77.625587,Maruthi Layout,14.47,45.22,3.2,0.1254
1208,"2 BHK Flat  for Sale in CV Raman Nagar Kaggadasapura, Bangalore",8000000.0,6667.0,2.0,1150.0,2.0,Resale,Semi,2.0,house,12.971525192260742,77.52230834960938,Shivananada Layout,7.86,41.41,4.26,0.1259
1209,6 BHK  House for Sale in Yelahanka Bangalore,22500000.0,12655.0,6.0,1500.0,0.0,Resale,Semi,5.0,house,13.02044677734375,77.60841369628906,D Nagaraj Layout,9.87,30.96,40.0,0.4431
1210,"2 BHK Flat  for Sale in Phase 6 JP Nagar, Bangalore",13000000.0,11207.0,2.0,1000.0,4.0,Resale,Unfurnished,2.0,apartment,12.904027,77.577603,Rose Garden,11.36,43.91,1.55,0.1937
1211,6 BHK  House for Sale in Krishnarajapura Bangalore,11000000.0,13750.0,6.0,800.0,1.0,Resale,Semi,6.0,house,13.00643164,77.72601115,Kodigehalli,20.52,35.81,6.76,0.0756
1212,"2 BHK Flat  for Sale in Budigere Cross, Bangalore",9300000.0,10508.0,2.0,885.0,1.0,New Property,Unfurnished,2.0,apartment,13.0567787,77.7445049,Virgonagar,26.56,25.11,40.0,0.4222
1213,2 BHK Flat  for Sale in  Bangalore,15000000.0,12953.0,2.0,810.0,6.0,Resale,Semi,2.0,apartment,,,,5227.99,5204.83,40.0,0.4001
1214,"2 BHK Flat  for Sale in Hosa Road, off Hosur Road, Bangalore",8850000.0,7867.0,2.0,1125.0,3.0,Resale,Unfurnished,2.0,apartment,12.89248661,77.67369006,Amrita Nagar,19.27,54.6,4.49,0.0962
1215,"2 BHK Flat  for Sale in Sarjapur Road, Bangalore",12700000.0,9808.0,2.0,910.0,10.0,Resale,Unfurnished,2.0,apartment,12.91235,77.680996,Kaikondrahalli,17.17,52.49,40.0,0.4258
1216,"2 BHK Flat  for Sale in Hsr Layout, Bangalore",10900000.0,8446.0,2.0,980.0,2.0,Resale,Unfurnished,2.0,apartment,12.9114311,77.6445763,Parangi Palaya,14.21,54.04,4.81,0.0988
1217,"2 BHK Flat  for Sale in Gunjur Road, Bangalore",10600000.0,7958.0,2.0,932.0,3.0,Resale,Unfurnished,2.0,apartment,12.91550249,77.72045425,Gunjur Palya,23.05,45.0,40.0,0.421
1218,"2 BHK Flat  for Sale in Haralur Main Road, Bangalore",19500000.0,17972.0,2.0,1085.0,0.0,Resale,Unfurnished,2.0,apartment,12.9007264,77.6603151,Lakedew Residency,18.03,53.36,3.85,0.1072
1219,"2 BHK Flat  for Sale in Gunjur, Bangalore",13000000.0,13757.0,2.0,1350.0,5.0,Resale,Unfurnished,2.0,apartment,12.89892838,77.74859093,Bengaluru,27.49,46.13,40.0,0.4183
1220,"2 BHK Flat  for Sale in Sarjapur Road, Bangalore",10600000.0,7824.0,2.0,980.0,4.0,Resale,Unfurnished,2.0,apartment,12.91235,77.680996,Kaikondrahalli,17.17,52.49,40.0,0.4258
1221,"2 BHK Flat  for Sale in Thanisandra Main Road, Bangalore",11000000.0,10669.0,2.0,694.0,7.0,New Property,Unfurnished,2.0,apartment,13.080724,77.64051,Devin Paradise Enclave,18.98,21.03,40.0,0.4291
1222,"2 BHK Flat  for Sale in Gunjur, Bangalore",12600000.0,9294.0,2.0,1008.0,5.0,Resale,Unfurnished,2.0,apartment,12.89892838,77.74859093,Bengaluru,27.49,46.13,40.0,0.4183
1223,"2 BHK Flat  for Sale in Gunjur, Bangalore",13000000.0,9630.0,2.0,945.0,5.0,Resale,Unfurnished,2.0,apartment,12.89892838,77.74859093,Bengaluru,27.49,46.13,40.0,0.4183
1224,"2 BHK Flat  for Sale in Devanahalli, Bangalore",10000000.0,7937.0,2.0,887.0,5.0,Resale,Unfurnished,2.0,apartment,13.242081,77.7135224,Devanahalli,36.62,13.46,40.0,0.4245
1225,"2 BHK Flat  for Sale in Bannerghatta Main Road, Bangalore",16500000.0,13360.0,2.0,1235.0,2.0,Resale,Unfurnished,2.0,apartment,12.87052719,77.59332459,Kalena Agrahara,14.98,46.86,6.75,0.0808
1226,"2 BHK Flat  for Sale in Manyata Residency, Thanisandra, Bangalore",19000000.0,13194.0,2.0,1740.0,1.0,Resale,Semi,2.0,apartment,13.054797,77.619471,Manyata Residency,13.48,27.28,40.0,0.4347
1227,"2 BHK Flat  for Sale in Nagondanahalli, Bangalore",7500000.0,6466.0,2.0,120.0,2.0,Resale,Semi,2.0,apartment,12.972505569458008,77.7686538696289,Nagondanahalli,24.22,37.78,3.83,0.1038
1228,"2 BHK Flat  for Sale in Kannuru Road, Bangalore",40000000.0,22173.0,2.0,1070.0,15.0,New Property,Furnished,2.0,house,13.07709976,77.63375253,Devin Paradise Enclave,17.22,23.99,40.0,0.43
1229,"2 BHK Flat  for Sale in Marathahalli, Bangalore",15500000.0,11787.0,2.0,1315.0,1.0,Resale,Semi,2.0,apartment,12.9366503187975,77.6974769523252,Kaverappa Layout,19.62,47.1,40.0,0.4236
1230,"2 BHK Flat  for Sale in Kasavanahalli, Bangalore",16000000.0,11852.0,2.0,1000.0,7.0,Resale,Semi,2.0,apartment,12.9114699685014,77.6801863112326,Kasavanahalli,17.38,52.71,40.0,0.4255
1231,"2 BHK Flat  for Sale in Shan Boga Colony, Bangalore",23200000.0,20139.0,2.0,1152.0,2.0,Resale,Semi,2.0,apartment,12.9449125,77.6845189,Bengaluru,16.92,48.26,40.0,0.4264
1232,9 BHK  House for Sale in Kammasandra Electronic City Bangalore,16000000.0,4000.0,9.0,3700.0,2.0,Resale,Semi,9.0,house,12.8267732,77.6872447,Kammasandra,26.22,56.98,3.41,0.1088
1233,"2 BHK Flat  for Sale in Sarjapur Road, Bangalore",16500000.0,13436.0,2.0,1228.0,4.0,Resale,Semi,2.0,apartment,12.9114699685014,77.6801863112326,Kasavanahalli,17.38,52.71,40.0,0.4255
1234,"2 BHK Flat  for Sale in Stage 1 BTM Layout, Bangalore",70000000.0,29167.0,2.0,2000.0,1.0,Resale,Semi,2.0,apartment,12.947884559631348,77.61692810058594,Vivekanand Nagar,8.19,38.94,3.6,0.1355
1235,"2 BHK Flat  for Sale in Whitefield, Bangalore",12900000.0,11217.0,2.0,1150.0,4.0,Resale,Unfurnished,2.0,house,12.9680475,77.739097,Palm Meadows,21.49,38.39,2.36,0.1419
1236,6 BHK  House for Sale in T Dasarahalli Bangalore,27500000.0,5189.0,6.0,4900.0,0.0,New Property,Furnished,5.0,house,13.04966640472412,77.60313415527344,Vinayaka Layout,11.25,28.04,40.0,0.4395
1237,"2 BHK Flat  for Sale in Balagere Road, Bangalore",14000000.0,11618.0,2.0,1100.0,0.0,Resale,Semi,2.0,house,13.026840209960938,77.60851287841797,KHB Colony,10.18,31.28,40.0,0.442
1238,> 10 BHK  House for Sale in RK Hegde Nagar Bangalore,17500000.0,3431.0,10.0,4590.0,1.0,Resale,Semi,8.0,house,13.020360946655272,77.60842895507812,D Nagaraj Layout,9.86,30.95,40.0,0.4431
1239,8 BHK  House for Sale in Jakkur Bangalore,62500000.0,11062.0,8.0,5650.0,1.0,Resale,Semi,8.0,house,13.06410398,77.62058066,Royal Enclave,14.79,26.26,40.0,0.4327
1240,"2 BHK Flat  for Sale in Sahakar Nagar, Bangalore",12500000.0,8621.0,2.0,1250.0,3.0,Resale,Furnished,2.0,apartment,13.0662651409011,77.5790615494323,Nti Layout,14.1,24.41,40.0,0.4344
